chr	start	end	length	abs_summit	pileup	-logp	fold_enrichment	-logq	name
10	68913024	68913080	57	68913028	9.38	8.9333	6.4404	5.26134	rna_meth_peak_3035
10	68913304	68913387	84	68913333	14.07	14.86879	8.95065	10.22577	rna_meth_peak_3036
10	68934980	68935074	95	68934986	8.44	11.69831	7.78929	7.56789	rna_meth_peak_3037
10	68936799	68936894	96	68936877	8.44	10.73252	7.41499	6.75989	rna_meth_peak_3038
10	68963170	68963278	109	68963199	18.76	9.99928	5.34158	6.15349	rna_meth_peak_3039
10	68963475	68963615	141	68963553	17.83	9.05955	5.03899	5.36316	rna_meth_peak_3040
10	68965246	68965281	36	68965257	14.07	12.05396	7.24658	7.86129	rna_meth_peak_3041
10	68965558	68965640	83	68965586	15.01	12.30262	7.12998	8.06899	rna_meth_peak_3042
10	68967214	68967363	150	68967349	18.76	11.37818	6.11505	7.29834	rna_meth_peak_3043
10	68968809	68968947	139	68968830	18.76	13.60477	7.44121	9.1623	rna_meth_peak_3044
10	68969204	68969242	39	68969223	13.13	8.54236	5.3218	4.94188	rna_meth_peak_3045
10	68970421	68970505	85	68970491	21.58	11.34543	5.41709	7.27162	rna_meth_peak_3046
10	68971744	68971780	37	68971754	18.76	10.70452	5.73198	6.73583	rna_meth_peak_3047
10	68972071	68972149	79	68972106	24.39	14.43598	6.31039	9.8572	rna_meth_peak_3048
10	68973414	68973480	67	68973473	16.89	8.15555	4.74217	4.62079	rna_meth_peak_3049
10	68977745	68977839	95	68977820	15.95	7.34825	4.48488	3.94721	rna_meth_peak_3050
10	68979025	68979120	96	68979105	26.27	12.12284	4.894	7.9179	rna_meth_peak_3051
10	69000293	69000336	44	69000317	15.01	14.42006	8.42689	9.84393	rna_meth_peak_3052
10	69000639	69000677	39	69000659	11.26	9.5893	6.45174	5.80625	rna_meth_peak_3053
10	69124374	69124439	66	69124421	15.01	12.80734	7.44009	8.49517	rna_meth_peak_3054
10	69133106	69133187	82	69133163	15.95	13.91461	8.59497	9.41635	rna_meth_peak_3055
10	69155985	69156040	56	69156020	9.38	10.3752	7.24995	6.45385	rna_meth_peak_3056
10	69156907	69156995	89	69156964	10.32	9.45645	6.58146	5.69464	rna_meth_peak_3057
10	69157893	69158011	119	69157905	9.38	10.04174	7.07216	6.18579	rna_meth_peak_3058
10	69165884	69165919	36	69165893	12.2	10.75127	6.94553	6.77296	rna_meth_peak_3059
10	69166223	69166269	47	69166241	11.26	9.5893	6.45174	5.80625	rna_meth_peak_3060
10	69172344	69172508	165	69172461	17.83	16.15821	9.37533	11.31699	rna_meth_peak_3061
10	69172646	69172784	139	69172656	15.95	13.67657	8.44088	9.21902	rna_meth_peak_3062
10	69319028	69319066	39	69319038	17.83	12.09337	6.81102	7.89453	rna_meth_peak_3063
10	69364975	69365052	78	69364993	16.89	11.65213	6.82728	7.52893	rna_meth_peak_3064
10	69384258	69384317	60	69384296	16.89	11.60748	6.79925	7.49213	rna_meth_peak_3065
10	69385011	69385069	59	69385065	14.07	8.3667	4.99764	4.79704	rna_meth_peak_3066
10	69389031	69389088	58	69389047	15.01	12.80734	7.44009	8.49517	rna_meth_peak_3067
10	69401659	69401721	63	69401678	24.39	11.33151	4.87203	7.26195	rna_meth_peak_3068
10	70090240	70090315	76	70090260	15.01	9.84673	5.64566	6.02312	rna_meth_peak_3069
10	70093920	70093955	36	70093936	8.44	6.32186	4.97039	3.10348	rna_meth_peak_3070
10	70100382	70100439	58	70100408	13.13	13.84066	8.57688	9.35815	rna_meth_peak_3071
10	70120353	70120388	36	70120362	9.38	10.58946	7.36098	6.63587	rna_meth_peak_3072
10	70150784	70150856	73	70150812	25.33	12.89418	5.38691	8.56718	rna_meth_peak_3073
10	70151530	70151694	165	70151549	20.64	8.71601	4.32805	5.07322	rna_meth_peak_3074
10	70157605	70157671	67	70157618	14.07	9.89832	5.91558	6.06873	rna_meth_peak_3075
10	70160853	70160903	51	70160883	15.95	12.41538	7.62108	8.16825	rna_meth_peak_3076
10	70170274	70170337	64	70170317	15.01	13.01329	7.56667	8.66814	rna_meth_peak_3077
10	70202871	70202937	67	70202930	17.83	9.51807	5.29406	5.7436	rna_meth_peak_3078
10	70203018	70203074	57	70203019	23.45	6.41011	3.05685	3.17731	rna_meth_peak_3079
10	70203257	70203343	87	70203298	17.83	8.88587	4.94371	5.22124	rna_meth_peak_3080
10	70205028	70205079	52	70205058	19.7	15.22986	8.12482	10.52819	rna_meth_peak_3081
10	70206106	70206150	45	70206115	13.13	10.37328	6.4601	6.45385	rna_meth_peak_3082
10	70206433	70206494	62	70206464	19.7	17.89386	9.78358	12.78424	rna_meth_peak_3083
10	70209038	70209112	75	70209065	22.52	20.62782	10.40559	15.13664	rna_meth_peak_3084
10	70209381	70209516	136	70209415	33.77	24.06439	8.96261	18.11846	rna_meth_peak_3085
10	70209786	70209841	56	70209818	21.58	15.66921	7.76425	10.89693	rna_meth_peak_3086
10	70213297	70213422	126	70213329	22.52	16.92731	8.18824	11.96837	rna_meth_peak_3087
10	70213676	70213750	75	70213731	20.64	15.26181	7.82932	10.55459	rna_meth_peak_3088
10	70214339	70214425	87	70214361	17.83	14.72904	8.46478	10.10203	rna_meth_peak_3089
10	70214688	70214743	56	70214722	15.95	12.80734	7.87606	8.49517	rna_meth_peak_3090
10	70217645	70217759	115	70217730	22.52	17.28921	8.39879	12.27623	rna_meth_peak_3091
10	70218602	70218646	45	70218634	19.7	16.22936	8.74242	11.3749	rna_meth_peak_3092
10	70230173	70230235	63	70230208	17.83	17.62208	10.2985	12.55597	rna_meth_peak_3093
10	70233110	70233244	135	70233203	26.27	21.25943	9.37737	15.68774	rna_meth_peak_3094
10	70854898	70855015	118	70854981	12.2	10.96729	7.07967	6.95382	rna_meth_peak_3095
10	70857452	70857488	37	70857483	13.13	11.94512	7.43931	7.76768	rna_meth_peak_3096
10	70859605	70859661	57	70859635	10.32	9.93125	6.869	6.09612	rna_meth_peak_3097
10	70885000	70885039	40	70885021	16.89	8.66668	5.03022	5.03678	rna_meth_peak_3098
10	71285507	71285542	36	71285517	8.44	9.00892	6.59479	5.32604	rna_meth_peak_3099
10	71293656	71293709	54	71293691	14.07	10.47609	6.26992	6.54031	rna_meth_peak_3100
10	71816516	71816828	313	71816548	45.97	10.94678	3.13143	6.93875	rna_meth_peak_3101
10	71818458	71818546	89	71818475	25.33	14.61729	6.17871	10.01281	rna_meth_peak_3102
10	71818788	71818940	153	71818875	36.59	25.45471	8.79081	19.32237	rna_meth_peak_3103
10	71819309	71819387	79	71819364	27.21	10.12501	4.00221	6.25539	rna_meth_peak_3104
10	71819633	71819740	108	71819706	47.85	26.29185	6.97826	20.06265	rna_meth_peak_3105
10	71819953	71819998	46	71819973	26.27	6.48358	2.87167	3.23824	rna_meth_peak_3106
10	71820421	71820504	84	71820485	20.64	9.91445	4.89997	6.08288	rna_meth_peak_3107
10	71821721	71821823	103	71821782	24.39	10.31328	4.44244	6.40624	rna_meth_peak_3108
10	71822051	71822170	120	71822068	30.02	14.66884	5.29389	10.05763	rna_meth_peak_3109
10	71825668	71825726	59	71825687	21.58	14.16673	6.90895	9.63243	rna_meth_peak_3110
10	71826006	71826062	57	71826041	21.58	14.73391	7.22741	10.10608	rna_meth_peak_3111
10	71827861	71827977	117	71827892	23.45	10.26396	4.56587	6.36068	rna_meth_peak_3112
10	71828201	71828290	90	71828257	21.58	8.92199	4.27298	5.25335	rna_meth_peak_3113
10	71828716	71828862	147	71828727	27.21	12.14107	4.75516	7.93393	rna_meth_peak_3114
10	71830964	71831073	110	71831043	20.64	11.15289	5.52611	7.10919	rna_meth_peak_3115
10	71831307	71831385	79	71831383	18.76	7.92617	4.26313	4.43413	rna_meth_peak_3116
10	71831689	71831745	57	71831714	19.7	10.67309	5.48835	6.70984	rna_meth_peak_3117
10	71832013	71832088	76	71832071	18.76	12.82727	6.96892	8.50694	rna_meth_peak_3118
10	71834208	71834329	122	71834296	21.58	12.03334	5.76569	7.84646	rna_meth_peak_3119
10	71834550	71834602	53	71834559	15.95	7.06969	4.32821	3.72137	rna_meth_peak_3120
10	71851021	71851123	103	71851049	25.33	19.5308	8.73051	14.18748	rna_meth_peak_3121
10	72133931	72133966	36	72133956	9.38	11.13867	7.63377	7.0972	rna_meth_peak_3122
10	72190556	72190620	65	72190607	9.38	8.47853	6.16504	4.88306	rna_meth_peak_3123
10	72203594	72203661	68	72203656	10.32	10.19004	7.02241	6.31045	rna_meth_peak_3124
10	72216196	72216248	53	72216217	19.7	13.56202	7.119	9.12997	rna_meth_peak_3125
10	72223845	72223880	36	72223863	20.64	14.00146	7.09051	9.49034	rna_meth_peak_3126
10	72274086	72274170	85	72274113	33.77	15.59451	5.34341	10.83446	rna_meth_peak_3127
10	72423468	72423512	45	72423495	15.01	12.60817	7.31768	8.32933	rna_meth_peak_3128
10	72474994	72475040	47	72475010	9.38	6.16284	4.66813	2.97295	rna_meth_peak_3129
10	72477012	72477086	75	72477065	9.38	13.30043	8.53777	8.90677	rna_meth_peak_3130
10	72508378	72508434	57	72508411	11.26	14.14888	9.01346	9.61931	rna_meth_peak_3131
10	72566527	72566577	51	72566546	13.13	9.16955	5.70868	5.45719	rna_meth_peak_3132
10	72625850	72625901	52	72625873	15.01	11.53525	6.66018	7.42875	rna_meth_peak_3133
10	72860607	72860642	36	72860611	8.44	8.71008	6.43306	5.06925	rna_meth_peak_3134
10	73071945	73072008	64	73072000	7.51	6.54694	5.27639	3.28781	rna_meth_peak_3135
10	73073616	73073651	36	73073639	10.32	15.33197	9.42087	10.60841	rna_meth_peak_3136
10	73139480	73139581	102	73139557	16.89	14.6607	8.75121	10.0515	rna_meth_peak_3137
10	73146111	73146159	49	73146129	7.51	10.24992	7.07942	6.34855	rna_meth_peak_3138
10	73152496	73152531	36	73152524	7.51	7.42374	5.79397	4.0076	rna_meth_peak_3139
10	73156460	73156523	64	73156461	10.32	7.80962	5.53822	4.33155	rna_meth_peak_3140
10	73378785	73378830	46	73378802	12.2	10.52406	6.80373	6.58219	rna_meth_peak_3141
10	73379107	73379186	80	73379113	13.13	7.53305	4.71157	4.09943	rna_meth_peak_3142
10	73379931	73379973	43	73379962	16.89	10.43819	6.07591	6.51145	rna_meth_peak_3143
10	73383421	73383507	87	73383444	22.52	12.11122	5.59387	7.90808	rna_meth_peak_3144
10	73387570	73387611	42	73387598	15.01	9.72642	5.57489	5.92212	rna_meth_peak_3145
10	73396357	73396396	40	73396386	10.32	9.45645	6.58146	5.69464	rna_meth_peak_3146
10	73397050	73397093	44	73397082	10.32	11.07473	7.52668	7.04448	rna_meth_peak_3147
10	73398042	73398113	72	73398055	7.51	7.42374	5.79397	4.0076	rna_meth_peak_3148
10	73400648	73400684	37	73400653	9.38	13.23007	8.51257	8.84559	rna_meth_peak_3149
10	73413848	73413883	36	73413861	9.38	12.07942	8.0605	7.88275	rna_meth_peak_3150
10	73467378	73467508	131	73467400	9.38	6.95301	5.19096	3.62061	rna_meth_peak_3151
10	73470925	73471025	101	73470932	13.13	16.21858	9.8706	11.36596	rna_meth_peak_3152
10	73471289	73471438	150	73471347	16.89	20.34871	12.18492	14.90011	rna_meth_peak_3153
10	73479240	73479303	64	73479245	10.32	6.53639	4.70887	3.28388	rna_meth_peak_3154
10	73750948	73750983	36	73750967	12.2	9.45864	6.13221	5.69486	rna_meth_peak_3155
10	73763719	73763805	87	73763741	14.07	11.75801	7.06321	7.61846	rna_meth_peak_3156
10	73764084	73764133	50	73764089	9.38	6.16284	4.66813	2.97295	rna_meth_peak_3157
10	73765625	73765741	117	73765656	18.76	15.04271	8.33355	10.37013	rna_meth_peak_3158
10	73765970	73766024	55	73765986	14.07	9.50267	5.67503	5.73006	rna_meth_peak_3159
10	73766604	73766676	73	73766630	24.39	17.24506	7.7702	12.24005	rna_meth_peak_3160
10	73766947	73767007	61	73766961	22.52	13.09721	6.08923	8.7439	rna_meth_peak_3161
10	73782227	73782275	49	73782234	31.9	8.49587	3.24315	4.89902	rna_meth_peak_3162
10	74042925	74042987	63	74042960	14.07	15.20639	9.14617	10.50808	rna_meth_peak_3163
10	74070832	74070929	98	74070860	19.7	15.61388	8.36109	10.85038	rna_meth_peak_3164
10	74072903	74073009	107	74072918	11.26	10.6804	7.12693	6.7143	rna_meth_peak_3165
10	74082299	74082371	73	74082364	11.26	9.04174	6.10474	5.34783	rna_meth_peak_3166
10	74082627	74082702	76	74082649	12.2	10.15478	6.57197	6.28139	rna_meth_peak_3167
10	74083273	74083326	54	74083275	14.07	6.81233	4.11378	3.5108	rna_meth_peak_3168
10	74089106	74089153	48	74089125	15.01	8.84892	5.0668	5.19094	rna_meth_peak_3169
10	74090284	74090349	66	74090318	16.89	9.74833	5.66059	5.93793	rna_meth_peak_3170
10	74094203	74094256	54	74094244	16.89	10.3174	6.00251	6.40971	rna_meth_peak_3171
10	74094469	74094520	52	74094473	13.13	7.58612	4.74319	4.14731	rna_meth_peak_3172
10	74095564	74095654	91	74095640	21.58	17.11337	8.61772	12.12288	rna_meth_peak_3173
10	74097372	74097485	114	74097391	15.95	14.42006	8.92067	9.84393	rna_meth_peak_3174
10	74100849	74100911	63	74100894	15.95	9.96971	6.05331	6.12938	rna_meth_peak_3175
10	74109230	74109272	43	74109264	15.95	6.72621	4.13801	3.44041	rna_meth_peak_3176
10	74119901	74119962	62	74119935	26.27	6.98403	3.02993	3.64763	rna_meth_peak_3177
10	74128957	74129014	58	74128960	10.32	7.80962	5.53822	4.33155	rna_meth_peak_3178
10	74134254	74134298	45	74134289	9.38	8.9333	6.4404	5.26134	rna_meth_peak_3179
10	74136481	74136625	145	74136565	9.38	12.95991	8.41323	8.62458	rna_meth_peak_3180
10	74136861	74136953	93	74136882	8.44	11.26991	7.63068	7.20869	rna_meth_peak_3181
10	74138352	74138424	73	74138380	11.26	9.08008	6.12916	5.37936	rna_meth_peak_3182
10	74224704	74224760	57	74224737	15.01	22.088	12.43097	16.40209	rna_meth_peak_3183
10	74398672	74398739	68	74398698	9.38	10.73892	7.43691	6.76293	rna_meth_peak_3184
10	74525487	74525548	62	74525544	10.32	7.24923	5.17373	3.86127	rna_meth_peak_3185
10	75210964	75211097	134	75210989	28.15	16.7759	6.5408	11.83966	rna_meth_peak_3186
10	75211313	75211353	41	75211321	20.64	12.55551	6.27617	8.28349	rna_meth_peak_3187
10	75212072	75212108	37	75212088	17.83	14.1123	8.07275	9.59011	rna_meth_peak_3188
10	75212412	75212460	49	75212434	17.83	14.31173	8.19933	9.75029	rna_meth_peak_3189
10	75213858	75213896	39	75213876	11.26	11.75477	7.76039	7.61542	rna_meth_peak_3190
10	75214187	75214235	49	75214203	15.95	15.9306	9.8749	11.12176	rna_meth_peak_3191
10	75218913	75219042	130	75218959	19.7	12.20889	6.33478	7.9914	rna_meth_peak_3192
10	75219245	75219304	60	75219276	13.13	6.87602	4.32518	3.56811	rna_meth_peak_3193
10	75220571	75220708	138	75220599	17.83	14.51719	8.32994	9.9269	rna_meth_peak_3194
10	75221028	75221125	98	75221098	15.95	11.53525	7.05045	7.42875	rna_meth_peak_3195
10	75222078	75222182	105	75222102	19.7	20.36768	11.32497	14.91099	rna_meth_peak_3196
10	75222421	75222575	155	75222546	22.52	23.10038	11.92527	17.28408	rna_meth_peak_3197
10	77807705	77807760	56	77807758	10.32	7.80962	5.53822	4.33155	rna_meth_peak_3198
10	77809775	77809875	101	77809785	12.2	10.75127	6.94553	6.77296	rna_meth_peak_3199
10	77811296	77811371	76	77811312	13.13	13.84066	8.57688	9.35815	rna_meth_peak_3200
10	77812089	77812210	122	77812179	19.7	21.12812	11.78932	15.57311	rna_meth_peak_3201
10	77812414	77812520	107	77812447	15.01	15.57289	9.11793	10.8141	rna_meth_peak_3202
10	77854104	77854184	81	77854126	13.13	10.72438	6.67991	6.75247	rna_meth_peak_3203
10	77982354	77982425	72	77982363	10.32	6.32586	4.57194	3.10585	rna_meth_peak_3204
10	78000836	78000903	68	78000870	10.32	15.00809	9.30931	10.34068	rna_meth_peak_3205
10	78009731	78009807	77	78009737	12.2	9.14523	5.93368	5.43691	rna_meth_peak_3206
10	78019032	78019077	46	78019047	10.32	11.78257	7.90511	7.63771	rna_meth_peak_3207
10	78021723	78021843	121	78021752	13.13	12.42301	7.73233	8.17339	rna_meth_peak_3208
10	78022019	78022074	56	78022043	16.89	14.6607	8.75121	10.0515	rna_meth_peak_3209
10	78034006	78034076	71	78034064	26.27	13.83245	5.62024	9.3525	rna_meth_peak_3210
10	78037037	78037123	87	78037087	33.77	11.40023	3.94632	7.31869	rna_meth_peak_3211
10	78037367	78037422	56	78037385	32.84	10.65654	3.80873	6.69515	rna_meth_peak_3212
10	78040449	78040537	89	78040496	35.65	18.60323	6.14131	13.39341	rna_meth_peak_3213
10	80032223	80032258	36	80032237	10.32	14.28599	9.04163	9.72958	rna_meth_peak_3214
10	80158947	80159014	68	80159000	18.76	11.19156	6.00798	7.14452	rna_meth_peak_3215
10	80159272	80159339	68	80159321	16.89	9.23066	5.35553	5.50933	rna_meth_peak_3216
10	80161776	80161854	79	80161834	16.89	12.0374	7.07015	7.85017	rna_meth_peak_3217
10	80162109	80162172	64	80162122	14.07	9.70999	5.80084	5.90881	rna_meth_peak_3218
10	80163190	80163238	49	80163219	15.95	11.37397	6.94642	7.29499	rna_meth_peak_3219
10	80163730	80163765	36	80163755	16.89	9.1326	5.29842	5.42758	rna_meth_peak_3220
10	80163894	80163958	65	80163903	15.01	9.96971	5.71824	6.12938	rna_meth_peak_3221
10	80165925	80166013	89	80165975	11.26	8.72684	5.90364	5.08302	rna_meth_peak_3222
10	80166272	80166309	38	80166281	11.26	8.80755	5.95526	5.15526	rna_meth_peak_3223
10	80166733	80166804	72	80166742	13.13	11.06194	6.89094	7.03761	rna_meth_peak_3224
10	80167051	80167155	105	80167085	32.84	31.6504	13.47004	24.71739	rna_meth_peak_3225
10	80167416	80167460	45	80167432	13.13	11.50625	7.1677	7.40469	rna_meth_peak_3226
10	80170638	80170708	71	80170669	11.26	9.78769	6.57635	5.97217	rna_meth_peak_3227
10	80170995	80171061	67	80171045	15.01	13.72868	8.00554	9.26092	rna_meth_peak_3228
10	80172985	80173036	52	80173018	15.95	14.16219	8.75479	9.62887	rna_meth_peak_3229
10	80205185	80205332	148	80205217	15.95	9.60867	5.8285	5.82315	rna_meth_peak_3230
10	80420747	80420812	66	80420795	10.32	7.24923	5.17373	3.86127	rna_meth_peak_3231
10	84081718	84081769	52	84081740	40.34	38.51159	14.0429	30.55356	rna_meth_peak_3232
10	84139679	84139755	77	84139729	26.27	20.85516	9.1508	15.33151	rna_meth_peak_3233
10	84141646	84141791	146	84141761	28.15	18.83125	7.5118	13.58244	rna_meth_peak_3234
10	84142505	84142571	67	84142550	20.64	12.67579	6.34239	8.38544	rna_meth_peak_3235
10	84142822	84142904	83	84142842	20.64	12.67579	6.34239	8.38544	rna_meth_peak_3236
10	84143840	84143935	96	84143909	22.52	17.47608	8.50819	12.42961	rna_meth_peak_3237
10	84144168	84144256	89	84144188	16.89	11.08216	6.47159	7.05052	rna_meth_peak_3238
10	84144728	84144819	92	84144775	14.07	11.66272	7.00413	7.5369	rna_meth_peak_3239
10	84145051	84145187	137	84145102	16.89	13.97807	8.31202	9.4691	rna_meth_peak_3240
10	84148616	84148651	36	84148625	14.07	10.80605	6.4735	6.81651	rna_meth_peak_3241
10	84148906	84148993	88	84148965	17.83	14.01475	8.01092	9.50269	rna_meth_peak_3242
10	84149885	84150061	177	84149911	19.7	17.20859	9.3539	12.20766	rna_meth_peak_3243
10	84150271	84150379	109	84150315	15.01	9.05529	5.18494	5.35955	rna_meth_peak_3244
10	84150924	84151026	103	84150994	16.89	10.56152	6.15112	6.60991	rna_meth_peak_3245
10	84152451	84152512	62	84152499	27.21	6.51537	2.82076	3.26781	rna_meth_peak_3246
10	84152681	84152720	40	84152697	33.77	14.58674	4.98494	9.98572	rna_meth_peak_3247
10	84152779	84152823	45	84152790	30.02	12.75789	4.58908	8.45456	rna_meth_peak_3248
10	84152907	84153009	103	84152938	30.02	16.93061	6.20443	11.97064	rna_meth_peak_3249
10	84560705	84560742	38	84560726	26.27	16.45058	6.83786	11.55809	rna_meth_peak_3250
10	84560827	84560867	41	84560841	40.34	20.15932	5.90604	14.73164	rna_meth_peak_3251
10	86436128	86436210	83	86436190	17.83	10.55769	5.89038	6.60693	rna_meth_peak_3252
10	86460578	86460626	49	86460595	16.89	13.97807	8.31202	9.4691	rna_meth_peak_3253
10	86461418	86461453	36	86461438	13.13	10.54586	6.56817	6.59647	rna_meth_peak_3254
10	86467150	86467198	49	86467180	13.13	9.44462	5.87966	5.68894	rna_meth_peak_3255
10	86470843	86470893	51	86470873	12.2	13.56353	8.60941	9.13142	rna_meth_peak_3256
10	87050619	87051115	497	87050806	30.96	25.42371	10.65345	19.29423	rna_meth_peak_3257
10	87057533	87057588	56	87057565	10.32	10.19004	7.02241	6.31045	rna_meth_peak_3258
10	87057865	87057931	67	87057901	10.32	10.63941	7.28263	6.67913	rna_meth_peak_3259
10	87058989	87059024	36	87059001	10.32	10.46538	7.18282	6.5314	rna_meth_peak_3260
10	87059351	87059436	86	87059407	11.26	11.78581	7.77812	7.63808	rna_meth_peak_3261
10	87060003	87060062	60	87060037	11.26	12.5615	8.20942	8.28922	rna_meth_peak_3262
10	87060546	87060633	88	87060613	16.89	10.94768	6.38838	6.93897	rna_meth_peak_3263
10	87060809	87060884	76	87060862	20.64	16.97881	8.86895	12.0097	rna_meth_peak_3264
10	87062503	87062592	90	87062513	12.2	10.54429	6.81638	6.59647	rna_meth_peak_3265
10	87062939	87062987	49	87062958	15.01	13.91461	8.11921	9.41635	rna_meth_peak_3266
10	87067911	87067974	64	87067944	11.26	10.6804	7.12693	6.7143	rna_meth_peak_3267
10	87068261	87068296	36	87068277	11.26	11.20074	7.4383	7.14902	rna_meth_peak_3268
10	87074388	87074448	61	87074414	14.07	19.59016	11.38436	14.23725	rna_meth_peak_3269
10	87074724	87074771	48	87074741	11.26	14.68357	9.25854	10.06856	rna_meth_peak_3270
10	87076784	87076819	36	87076797	9.38	10.3752	7.24995	6.45385	rna_meth_peak_3271
10	87513321	87513378	58	87513332	7.51	6.74377	5.39692	3.45319	rna_meth_peak_3272
10	87709077	87709112	36	87709102	9.38	10.04174	7.07216	6.18579	rna_meth_peak_3273
10	87714293	87714331	39	87714315	8.44	9.69352	6.94392	5.89297	rna_meth_peak_3274
10	87757000	87757071	72	87757015	10.32	9.25901	6.45978	5.53179	rna_meth_peak_3275
10	87767522	87767563	42	87767543	10.32	14.28599	9.04163	9.72958	rna_meth_peak_3276
10	87770783	87770859	77	87770804	12.2	14.70702	9.21544	10.08286	rna_meth_peak_3277
10	87776158	87776253	96	87776170	10.32	10.19004	7.02241	6.31045	rna_meth_peak_3278
10	87776550	87776590	41	87776567	10.32	10.19004	7.02241	6.31045	rna_meth_peak_3279
10	87790163	87790231	69	87790198	13.13	13.52647	8.39353	9.1005	rna_meth_peak_3280
10	87790512	87790548	37	87790530	9.38	8.9333	6.4404	5.26134	rna_meth_peak_3281
10	87814298	87814420	123	87814301	10.32	7.80962	5.53822	4.33155	rna_meth_peak_3282
10	87817976	87818022	47	87817995	13.13	9.30518	5.79291	5.57067	rna_meth_peak_3283
10	87968077	87968122	46	87968107	12.2	8.57495	5.57285	4.96789	rna_meth_peak_3284
10	89213606	89213648	43	89213630	11.26	9.08008	6.12916	5.37936	rna_meth_peak_3285
10	89213712	89213773	62	89213745	11.26	10.6804	7.12693	6.7143	rna_meth_peak_3286
10	89213965	89214140	176	89213989	18.76	18.3254	10.40203	13.15252	rna_meth_peak_3287
10	89225268	89225303	36	89225302	7.51	8.64601	6.42413	5.02284	rna_meth_peak_3288
10	89227091	89227157	67	89227150	7.51	7.97649	6.0928	4.47218	rna_meth_peak_3289
10	89228064	89228187	124	89228085	10.32	7.99793	5.66006	4.4828	rna_meth_peak_3290
10	89773854	89773891	38	89773866	11.26	12.82476	8.35035	8.50614	rna_meth_peak_3291
10	89774447	89774502	56	89774454	12.2	7.8337	5.10701	4.3533	rna_meth_peak_3292
10	90872154	90872213	60	90872156	11.26	6.71226	4.61533	3.42844	rna_meth_peak_3293
10	90885682	90885720	39	90885708	12.2	15.18379	9.45308	10.49183	rna_meth_peak_3294
10	90894615	90894710	96	90894705	9.38	9.73406	6.90288	5.92662	rna_meth_peak_3295
10	90894945	90895070	126	90895050	10.32	11.41448	7.71125	7.32836	rna_meth_peak_3296
10	90900435	90900581	147	90900553	13.13	14.86659	9.15697	10.22559	rna_meth_peak_3297
10	90900764	90900799	36	90900768	11.26	9.08008	6.12916	5.37936	rna_meth_peak_3298
10	91264281	91264353	73	91264289	8.44	7.5081	5.73042	4.08083	rna_meth_peak_3299
10	91280121	91280176	56	91280147	8.44	7.5081	5.73042	4.08083	rna_meth_peak_3300
10	91280628	91280735	108	91280687	12.2	10.19656	6.59825	6.31333	rna_meth_peak_3301
10	91283577	91283688	112	91283675	9.38	6.95301	5.19096	3.62061	rna_meth_peak_3302
10	91513540	91513624	85	91513621	6.57	8.44321	6.22315	4.85648	rna_meth_peak_3303
10	91513687	91513744	58	91513693	7.51	10.01318	6.99469	6.16319	rna_meth_peak_3304
10	91807066	91807126	61	91807081	23.45	14.19919	6.42196	9.65799	rna_meth_peak_3305
10	91830786	91830835	50	91830789	9.38	7.53459	5.5697	4.09943	rna_meth_peak_3306
10	91833702	91833854	153	91833773	13.13	13.22915	8.21785	8.84483	rna_meth_peak_3307
10	91834048	91834178	131	91834163	9.38	8.07214	5.91226	4.5481	rna_meth_peak_3308
10	91837098	91837145	48	91837116	11.26	13.22751	8.56027	8.84483	rna_meth_peak_3309
10	91841190	91841258	69	91841236	7.51	7.3985	5.77979	3.9879	rna_meth_peak_3310
10	91841502	91841570	69	91841514	7.51	7.42374	5.79397	4.0076	rna_meth_peak_3311
10	91844809	91844858	50	91844843	11.26	11.84848	7.81381	7.69411	rna_meth_peak_3312
10	91845652	91845740	89	91845729	9.38	7.53459	5.5697	4.09943	rna_meth_peak_3313
10	91845937	91846103	167	91845966	13.13	12.42301	7.73233	8.17339	rna_meth_peak_3314
10	91848342	91848385	44	91848357	15.95	12.22861	7.49968	8.00444	rna_meth_peak_3315
10	91849680	91849757	78	91849742	9.38	10.55295	7.34224	6.60299	rna_meth_peak_3316
10	91851076	91851152	77	91851089	10.32	10.46538	7.18282	6.5314	rna_meth_peak_3317
10	91851397	91851498	102	91851426	9.38	8.9333	6.4404	5.26134	rna_meth_peak_3318
10	91854873	91854918	46	91854889	8.44	9.69352	6.94392	5.89297	rna_meth_peak_3319
10	91855468	91855505	38	91855479	14.07	13.42	8.08632	9.01241	rna_meth_peak_3320
10	91857285	91857365	81	91857346	13.13	16.73306	10.12514	11.80381	rna_meth_peak_3321
10	91859739	91859811	73	91859750	8.44	7.87208	5.95143	4.38703	rna_meth_peak_3322
10	91863580	91863622	43	91863587	15.01	10.62871	6.1111	6.6706	rna_meth_peak_3323
10	91863686	91863749	64	91863697	11.26	7.12919	4.8799	3.7596	rna_meth_peak_3324
10	91863822	91863986	165	91863830	15.01	13.22648	7.69764	8.84483	rna_meth_peak_3325
10	91864127	91864421	295	91864226	15.01	12.22861	7.08455	8.00444	rna_meth_peak_3326
10	91864505	91864959	455	91864750	21.58	19.62746	10.15217	14.26815	rna_meth_peak_3327
10	91959911	91959946	36	91959921	11.26	9.04174	6.10474	5.34783	rna_meth_peak_3328
10	91964258	91964298	41	91964274	8.44	10.09131	7.13273	6.22631	rna_meth_peak_3329
10	91991978	91992029	52	91992008	11.26	10.4405	6.98082	6.51186	rna_meth_peak_3330
10	91994716	91994794	79	91994732	8.44	11.21254	7.60855	7.15903	rna_meth_peak_3331
